554,0,3%,6x6,-0.149,0.09,-0.649,0.036
554,0,3%,8x8,-0.025,0.449,-0.085,0.706
554,0,3%,10x10,-0.009,0.486,-0.026,0.886
554,0,3%,12x12,-0.015,0.447,-0.045,0.77
554,0,3%,15x15,0.042,0.171,0.089,0.45
554,0,5%,6x6,-0.133,0.121,-0.586,0.059
554,0,5%,8x8,-0.053,0.289,-0.207,0.379
554,0,5%,10x10,-0.077,0.104,-0.362,0.067
554,0,5%,12x12,-0.04,0.228,-0.154,0.339
554,0,5%,15x15,0.006,0.386,0.025,0.841
554,0,10%,6x6,-0.032,0.486,-0.122,0.677
554,0,10%,8x8,0.027,0.26,0.041,0.848
554,0,10%,10x10,0.001,0.417,0.012,0.948
554,0,10%,12x12,-0.067,0.087,-0.269,0.103
554,0,10%,15x15,-0.023,0.303,-0.074,0.563
554,0,20%,6x6,0.035,0.239,0.089,0.742
554,0,20%,8x8,0.142,0.009,0.333,0.064
554,0,20%,10x10,0.049,0.133,0.144,0.394
554,0,20%,12x12,0.064,0.055,0.2,0.149
554,0,20%,15x15,0.062,0.03,0.194,0.087
554,0,50%,6x6,-0.069,0.326,-0.283,0.354
554,0,50%,8x8,-0.031,0.411,-0.117,0.61
554,0,50%,10x10,0.008,0.368,0.023,0.899
554,0,50%,12x12,0.057,0.075,0.189,0.177
554,0,50%,15x15,0.04,0.102,0.133,0.258
554,0,100%,6x6,-0.089,0.251,-0.43,0.156
554,0,100%,8x8,-0.027,0.436,-0.075,0.741
554,0,100%,10x10,-0.014,0.474,-0.05,0.786
554,0,100%,12x12,0.013,0.322,0.057,0.704
554,0,100%,15x15,-0.007,0.47,-0.025,0.84
554,0.2,3%,6x6,-0.069,0.326,-0.245,0.415
554,0.2,3%,8x8,0.006,0.37,0.015,0.946
554,0.2,3%,10x10,0.023,0.278,0.057,0.743
554,0.2,3%,12x12,0.044,0.16,0.131,0.358
554,0.2,3%,15x15,0.023,0.27,0.059,0.626
554,0.2,5%,6x6,0.016,0.31,0.055,0.842
554,0.2,5%,8x8,0.04,0.205,0.089,0.672
554,0.2,5%,10x10,0.009,0.361,0.032,0.859
554,0.2,5%,12x12,-0.044,0.208,-0.163,0.312
554,0.2,5%,15x15,-0.047,0.143,-0.14,0.276
554,0.2,10%,6x6,-0.037,0.462,-0.117,0.69
554,0.2,10%,8x8,-0.04,0.359,-0.136,0.554
554,0.2,10%,10x10,-0.028,0.366,-0.119,0.523
554,0.2,10%,12x12,-0.036,0.258,-0.131,0.412
554,0.2,10%,15x15,0.012,0.319,0.05,0.682
554,0.2,20%,6x6,0.002,0.365,-0.077,0.79
554,0.2,20%,8x8,-0.128,0.047,-0.521,0.029
554,0.2,20%,10x10,0.025,0.256,0.084,0.631
554,0.2,20%,12x12,-0.006,0.492,-0.024,0.877
554,0.2,20%,15x15,-0.021,0.317,-0.08,0.531
554,0.2,50%,6x6,0.095,0.084,0.222,0.372
554,0.2,50%,8x8,0.044,0.185,0.096,0.648
554,0.2,50%,10x10,0.011,0.35,0.036,0.842
554,0.2,50%,12x12,0.063,0.057,0.211,0.126
554,0.2,50%,15x15,0.027,0.185,0.076,0.526
554,0.2,100%,6x6,-0.072,0.312,-0.242,0.425
554,0.2,100%,8x8,-0.02,0.473,-0.099,0.662
554,0.2,100%,10x10,-0.0,0.429,-0.004,0.982
554,0.2,100%,12x12,0.028,0.218,0.092,0.533
554,0.2,100%,15x15,0.018,0.261,0.059,0.626
554,0.4,3%,6x6,-0.018,0.454,-0.063,0.828
554,0.4,3%,8x8,-0.078,0.178,-0.202,0.386
554,0.4,3%,10x10,-0.055,0.219,-0.171,0.363
554,0.4,3%,12x12,-0.054,0.176,-0.211,0.187
554,0.4,3%,15x15,-0.076,0.065,-0.233,0.07
554,0.4,5%,6x6,-0.064,0.348,-0.29,0.342
554,0.4,5%,8x8,-0.056,0.277,-0.193,0.409
554,0.4,5%,10x10,-0.054,0.208,-0.18,0.345
554,0.4,5%,12x12,-0.027,0.333,-0.097,0.54
554,0.4,5%,15x15,0.015,0.307,0.047,0.702
554,0.4,10%,6x6,0.016,0.308,0.078,0.774
554,0.4,10%,8x8,0.044,0.188,0.161,0.428
554,0.4,10%,10x10,0.048,0.139,0.181,0.272
554,0.4,10%,12x12,0.058,0.07,0.2,0.149
554,0.4,10%,15x15,0.005,0.39,0.02,0.874
554,0.4,20%,6x6,0.021,0.288,0.092,0.735
554,0.4,20%,8x8,0.014,0.331,0.027,0.9
554,0.4,20%,10x10,0.02,0.288,0.077,0.66
554,0.4,20%,12x12,0.027,0.22,0.097,0.506
554,0.4,20%,15x15,0.058,0.037,0.175,0.124
554,0.4,50%,6x6,0.027,0.267,0.084,0.758
554,0.4,50%,8x8,-0.002,0.416,0.013,0.951
554,0.4,50%,10x10,0.064,0.084,0.21,0.194
554,0.4,50%,12x12,0.063,0.056,0.19,0.172
554,0.4,50%,15x15,0.065,0.024,0.206,0.067
554,0.4,100%,6x6,-0.051,0.401,-0.137,0.642
554,0.4,100%,8x8,-0.011,0.474,-0.04,0.858
554,0.4,100%,10x10,0.016,0.314,0.049,0.78
554,0.4,100%,12x12,0.045,0.118,0.15,0.292
554,0.4,100%,15x15,0.053,0.051,0.164,0.155
554,0.8,3%,6x6,-0.028,0.496,-0.117,0.691
554,0.8,3%,8x8,0.007,0.369,0.03,0.889
554,0.8,3%,10x10,0.06,0.098,0.203,0.213
554,0.8,3%,12x12,0.044,0.152,0.134,0.347
554,0.8,3%,15x15,0.056,0.102,0.142,0.218
554,0.8,5%,6x6,-0.027,0.492,-0.114,0.697
554,0.8,5%,8x8,-0.123,0.055,-0.374,0.119
554,0.8,5%,10x10,-0.037,0.309,-0.116,0.537
554,0.8,5%,12x12,0.002,0.42,-0.004,0.977
554,0.8,5%,15x15,0.07,0.034,0.182,0.104
554,0.8,10%,6x6,-0.053,0.391,-0.156,0.598
554,0.8,10%,8x8,-0.04,0.36,-0.123,0.593
554,0.8,10%,10x10,0.078,0.05,0.241,0.129
554,0.8,10%,12x12,0.134,0.001,0.389,0.001
554,0.8,10%,15x15,0.128,0.0,0.351,0.001
554,0.8,20%,6x6,-0.054,0.387,-0.045,0.874
554,0.8,20%,8x8,-0.009,0.461,-0.038,0.864
554,0.8,20%,10x10,0.043,0.162,0.108,0.524
554,0.8,20%,12x12,0.085,0.018,0.282,0.031
554,0.8,20%,15x15,0.136,0.0,0.39,0.0
554,0.8,50%,6x6,0.041,0.219,0.116,0.663
554,0.8,50%,8x8,0.021,0.289,0.1,0.633
554,0.8,50%,10x10,0.072,0.062,0.224,0.164
554,0.8,50%,12x12,0.113,0.003,0.331,0.009
554,0.8,50%,15x15,0.192,0.0,0.508,0.0
554,0.8,100%,6x6,0.036,0.234,0.122,0.646
554,0.8,100%,8x8,0.04,0.203,0.113,0.589
554,0.8,100%,10x10,0.092,0.029,0.278,0.073
554,0.8,100%,12x12,0.136,0.001,0.383,0.002
554,0.8,100%,15x15,0.215,0.0,0.534,0.0
554,0.999,3%,6x6,0.747,0.0,0.957,0.0
554,0.999,3%,8x8,0.818,0.0,0.96,0.0
554,0.999,3%,10x10,0.865,0.0,0.96,0.0
554,0.999,3%,12x12,0.886,0.0,0.971,0.0
554,0.999,3%,15x15,0.913,0.0,0.962,0.0
554,0.999,5%,6x6,0.77,0.0,0.969,0.0
554,0.999,5%,8x8,0.836,0.0,0.969,0.0
554,0.999,5%,10x10,0.88,0.0,0.974,0.0
554,0.999,5%,12x12,0.9,0.0,0.982,0.0
554,0.999,5%,15x15,0.935,0.0,0.982,0.0
554,0.999,10%,6x6,0.768,0.0,0.962,0.0
